"Shelf: 8,   Length: 4' 0.00"",    Height: 0' 5.50"",   Depth: 1' 3.00"",   Product: 3' 11.84""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0018286300092,1,NUTRASUMMA,VITAMIN D3 1000 IU SPRAY,1.00,FOZ
2,0003398432048,1,SOLGAR,LIQUID VITAMIN D3 5000 IU-ORANGE,2.00,FOZ
3,0003398403340,1,SOLGAR,VITAMIN D 1000 IU,100.00,SG
4,0003398403341,1,SOLGAR,VITAMIN D 1000 IU,250.00,SG
5,0003398403313,1,SOLGAR,VITAMIN D3 (CHOLECALCIFEROL) 5000IU,120.00,VCP
6,0003398435872,2,SOLGAR,VITAMIN D3 10 000 IU-SOFTGELS,120.00,SG
7,0064667063164,1,SPROUTS,D3 2000 IU CITRUS MCT OIL,1.00,FOZ
8,0064667063165,1,SPROUTS,D3 5000 IU CITRUS,1.00,FOZ
9,0064667067256,1,SPROUTS,VITAMIN D3 400 IU,100.00,SG
10,0064667068189,1,SPROUTS,VITAMIN D3 400 IU,250.00,SG
11,0064667067298,1,SPROUTS,VITAMIN D3 1000IU,100.00,SG
12,0064667067299,2,SPROUTS,VITAMIN D3 1000IU,250.00,SG
13,0064667068134,2,SPROUTS,VITAMIN D3 2000 IU,120.00,SG
14,0064667068135,1,SPROUTS,VITAMIN D3 2000 IU,240.00,SG
15,0064667068198,1,SPROUTS,VITAMIN D3 5000 IU,60.00,VTB
16,0064667068221,1,SPROUTS,VITAMIN D3 5000 IU,120.00,VTB
17,0079001129042,1,JARROW FORMULAS,VITAMIN D3-2500 IU,100.00,SG
18,0079001130005,1,JARROW FORMULAS,VITAMIN D3-5000 IU,100.00,SG
19,0079001130010,1,JARROW FORMULAS,VEGAN D3,60.00,VCP
20,0004746906014,1,NATROL,VITAMIN D3 10000IU,60.00,TAB
21,0004746905889,1,NATROL,VITAMIN D3 2000 IU-STRAWBERRY FLAVOR,90.00,TAB
Totals:,,
"Shelf: 9,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 3.00"",   Product: 3' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0007628004110,,,,1,,,SOLARAY,,,,,FOOD CAROTENE-10000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
2,0006895801014,,,,1,,,NATURAL FACTORS,,,,,BETA CARE ALL 25000 IU,,,,,,90.00,,,SG,,,,Feb 21 2016 1,,,,2.22,,,,,
3,0064667067164,,,,1,,,SPROUTS,,,,,BETA CAROTENE 25000 IU,,,,,,50.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
4,0064667067163,,,,1,,,SPROUTS,,,,,BETA CAROTENE 25000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.10,,,,,
5,0064667067230,,,,1,,,SPROUTS,,,,,VITAMIN A 10000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,1.75,,,,,
6,0064667067231,,,,1,,,SPROUTS,,,,,VITAMIN A 10000 IU,,,,,,250.00,,,SG,,,,Feb 21 2016 1,,,,2.43,,,,,
Positio,,,,UPC,,Facings,,,,,Brand,,,,,,Long Description,,,,Size,,,UOM,,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0003367440110,,,,1,,,NATURE'S WAY,,,,,VITAMIN A 10-000IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
8,0073373900340,,,,1,,,NOW,,,,,A 25000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,1.86,,,,,
9,0007628004130,,,,1,,,SOLARAY,,,,,DRY VIT A EMULS 25000IU,,,,,,60.00,,,CAP,,,,Feb 21 2016 1,,,,2.00,,,,,
10,0003398402820,,,,1,,,SOLGAR,,,,,VITAMIN A 5000 IU,,,,,,100.00,,,TAB,,,,Feb 21 2016 1,,,,1.80,,,,,
11,0001579405651,,,,1,,,COUNTRY LIFE,,,,,VITAMINS A D 10000 400 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,1.75,,,,,
12,0064667067233,,,,1,,,SPROUTS,,,,,VITAMIN A & D 10000 IU & 400 IU,,,,,,250.00,,,SG,,,,Feb 21 2016 1,,,,2.12,,,,,
13,0074371500303,,,,1,,,BLUEBONNET,,,,,VITAMIN A & D 25000IU 1000IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.10,,,,,
14,0073373900365,,,,1,,,NOW,,,,,VITAMIN D3 1000 IU,,,,,,180.00,,,SG,,,,Feb 21 2016 1,,,,1.94,,,,,
15,0073373900372,,,,1,,,NOW,,,,,VITAMIN D-3 5000 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,1.78,,,,,
16,0007628004140,,,,1,,,SOLARAY,,,,,VITAMIN D-400 IU,,,,,,120.00,,,SG,,,,Feb 21 2016 1,,,,2.00,,,,,
17,0074371500308,,,,1,,,BLUEBONNET,,,,,VITAMIN D3 1000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.15,,,,,
18,0074371500317,,,,1,,,BLUEBONNET,,,,,VITAMIN D3 2000 IU,,,,,,100.00,,,SG,,,,Feb 21 2016 1,,,,2.15,,,,,
19,0074371500368,,,,1,,,BLUEBONNET,,,,,VITAMIN D3 5000 IU,,,,,,60.00,,,VCP,,,,Feb 21 2016 1,,,,2.15,,,,,
20,0074371500364,,,,1,,,BLUEBONNET,,,,,CHEWABLE VITAMIN D3 2000 IU-RASPBRY,,,,,,90.00,,,TAB,,,,Feb 21 2016 1,,,,2.40,,,,,
21,0001605550004,,,,2,,,BURIED TREASURE,,,,,LIQUID D3 W/ K2,,,,,,16.00,,,FOZ,,,,Feb 21 2016 1,,,,2.75,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
