2,0006895802071,,,,1,,,NATURAL FACTORS,,,,,COQ10-100 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
3,0006895802072,,,,2,,,NATURAL FACTORS,,,,,COQ10 100 MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.40,,,,,
4,0006895820721,,,,1,,,NATURAL FACTORS,,,,,COENZYME Q10 200 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
5,0006895820722,,,,1,,,NATURAL FACTORS,,,,,COENZYME Q10 200 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
6,0006895820725,,,,1,,,NATURAL FACTORS,,,,,COENZYME Q10 400 MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
7,0006895820727,,,,1,,,NATURAL FACTORS,,,,,UBIQUINOL COQ10 100 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
8,0006895820726,,,,1,,,NATURAL FACTORS,,,,,UBIQUINOL QH ACTIVE COQ10,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
9,0006895820729,,,,1,,,NATURAL FACTORS,,,,,UBIQUINOL COQ10 200 MG,,,,,30.00,,,SG,,,,,Feb 21 2016 1,,,,2.20,,,,,
10,0006895802607,,,,1,,,NATURAL FACTORS,,,,,BIOPQQ 20 MG,,,,,30.00,,,VCP,,,,,Feb 21 2016 1,,,,2.20,,,,,
11,0006895802619,,,,1,,,NATURAL FACTORS,,,,,PQQ-10,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.40,,,,,
12,0060949255008,,,,1,,,MRM,,,,,COQ-10 100MG,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.00,,,,,
13,0060949255016,,,,1,,,MRM,,,,,COQ-10 100MG,,,,,120.00,,,SG,,,,,Feb 21 2016 1,,,,2.50,,,,,
14,0076899001890,,,,1,,,NORDIC NATURALS,,,,,ULTIMATE OMEGA COQ10,,,,,60.00,,,SG,,,,,Feb 21 2016 1,,,,2.50,,,,,
15,0076899030185,,,,1,,,NORDIC NATURALS,,,,,COQ10 GUMMIES,,,,,60.00,,,CNT,,,,,,,,,2.72,,,,,
16,0002791702168,,,,1,,,NUTRITION NOW,,,,,COQ10 GUMMY VITAMINS,,,,,60.00,,,CNT,,,,,Feb 21 2016 1,,,,2.74,,,,,
17,0008300026125,,,,1,,,NATURE'S ANSWER,,,,,LIQUID CO-Q10,,,,,4.00,,,FOZ,,,,,Feb 21 2016 1,,,,1.91,,,,,
18,0008300026130,,,,1,,,NATURE'S ANSWER,,,,,LIQUID CO-Q10,,,,,8.00,,,FOZ,,,,,Feb 21 2016 1,,,,2.39,,,,,
19,0060949272217,,,,1,,,MRM,,,,,COQ10 WITH L-CARNITINE,,,,,16.00,,,FOZ,,,,,Feb 21 2016 1,,,,3.05,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
